	Length	Potato_1_UY	Potato_2_UY	Potato_3_UY	Control_1_UY	Control_2_UY	Control_3_UY	Location
UW163_08800	222	1	0	0	1	3	0	Chromosome
UW163_08805	540	1	3	1	2	5	8	Chromosome
UW163_08810	300	0	3	0	2	1	2	Chromosome
UW163_08815	717	11	72	21	3043	3699	1999	Chromosome
UW163_08820	2673	122	692	88	7311	10994	14721	Chromosome
UW163_08825	543	5	54	5	3173	3406	1564	Chromosome
UW163_08830	531	16	55	10	1238	1528	2686	Chromosome
UW163_08835	213	7	74	29	1802	1670	823	Chromosome
UW163_08840	621	2	69	14	3131	3185	2875	Chromosome
UW163_08845	204	47	507	90	5164	6724	10113	Chromosome
UW163_08850	327	308	2300	374	10457	14220	24587	Chromosome
UW163_08855	2289	207	3757	842	40027	54287	76486	Chromosome
UW163_08860	447	2	39	38	3937	4217	4112	Chromosome
UW163_08865	1053	1	48	29	6230	5116	3122	Chromosome
UW163_08870	1206	149	66	35	6518	5244	4876	Chromosome
UW163_08875	573	0	37	25	4067	3408	2144	Chromosome
UW163_08880	525	14	95	40	4713	5355	6977	Chromosome
UW163_08885	2880	84	1279	422	33149	42536	55151	Chromosome
UW163_08890	999	8	79	65	6699	6119	5785	Chromosome
UW163_08895	1833	12	252	99	14758	15124	14318	Chromosome
UW163_08900	666	24	495	148	8063	9818	9562	Chromosome
UW163_08905	651	208	275	145	8591	10274	16564	Chromosome
UW163_08910	1395	12	183	101	13289	13884	21664	Chromosome
UW163_08915	570	3	56	21	2624	2088	3363	Chromosome
UW163_08920	1344	27	214	51	8622	9086	11732	Chromosome
UW163_08925	1191	348	1895	910	32815	39904	109224	Chromosome
UW163_08930	1149	20	336	135	8616	11054	14092	Chromosome
UW163_08935	888	1	56	57	5302	5060	5420	Chromosome
UW163_08940	1602	23	200	98	13702	14410	10267	Chromosome
UW163_08945	171	830	3707	820	17060	22721	62552	Chromosome
UW163_08950	234	990	6235	1537	44068	58790	165812	Chromosome
UW163_08955	675	6	80	21	2383	2944	2026	Chromosome
UW163_08960	480	16	181	48	2576	3213	4927	Chromosome
UW163_08965	975	16	307	132	9967	11514	16925	Chromosome
UW163_08970	1212	1693	11129	3147	210676	274293	580854	Chromosome
UW163_08975	936	112	689	201	19505	25235	43775	Chromosome
UW163_08980	1137	168	1287	236	21110	30109	61642	Chromosome
UW163_08985	777	46	634	184	16832	22796	43666	Chromosome
UW163_08990	717	49	591	194	15948	21943	44746	Chromosome
UW163_08995	477	6	107	31	2940	3756	3082	Chromosome
UW163_09000	1188	59	521	188	11866	15936	17663	Chromosome
UW163_09005	1050	16	212	114	11256	13087	19107	Chromosome
UW163_09010	1026	8	78	25	2021	1706	2529	Chromosome
UW163_09015	1656	12	84	75	10092	9391	6486	Chromosome
UW163_09020	1803	14	162	61	8315	6044	2625	Chromosome
UW163_09025	420	5	100	13	1549	1078	518	Chromosome
UW163_09030	1341	2	4	1	10	10	8	Chromosome
UW163_09035	621	3	2	0	2	2	4	Chromosome
UW163_09045	897	6	41	21	4666	4251	2687	Chromosome
UW163_09050	1170	37	30	28	5914	4742	2737	Chromosome
UW163_09055	942	29	398	61	7064	8890	9266	Chromosome
UW163_09060	774	22	199	313	6966	7810	3331	Chromosome
UW163_09065	1665	249	1569	726	12139	16438	9471	Chromosome
UW163_09070	549	17	107	70	1592	1732	1192	Chromosome
UW163_09075	804	12	128	193	6261	6402	4159	Chromosome
UW163_09080	951	93	817	374	8680	11563	13256	Chromosome
UW163_09085	1308	119	1287	445	9140	11581	17369	Chromosome
UW163_09090	810	17	251	90	3369	3214	4509	Chromosome
UW163_09095	405	12	115	39	2075	2472	1682	Chromosome
UW163_09100	372	1	4	4	361	188	230	Chromosome
UW163_09105	1206	25	222	39	5599	6704	9521	Chromosome
UW163_09110	1119	18	235	57	8330	10844	13584	Chromosome
UW163_09115	1521	20	500	234	24477	28880	43222	Chromosome
UW163_09120	429	3	79	38	5483	6346	8342	Chromosome
UW163_09125	429	1	18	8	1234	907	1252	Chromosome
UW163_09130	1674	25	818	150	16403	19183	19085	Chromosome
UW163_09135	936	2	33	31	5139	4653	4964	Chromosome
UW163_09140	912	20	117	64	11052	12787	17911	Chromosome
UW163_09145	717	16	273	274	24411	32113	50088	Chromosome
UW163_09150	471	6	105	24	4126	4877	3832	Chromosome
UW163_09155	318	8	68	40	3734	4710	6092	Chromosome
UW163_09160	321	1	47	57	6885	8365	12773	Chromosome
UW163_09165	1881	10	216	61	12122	12298	11975	Chromosome
UW163_09170	1008	1	33	7	2859	1995	1162	Chromosome
UW163_09175	837	3	16	5	1871	1040	654	Chromosome
UW163_09180	1068	2	32	20	6789	4903	4408	Chromosome
UW163_09185	777	0	21	16	2253	1454	1405	Chromosome
UW163_09190	579	0	11	5	1719	1101	1128	Chromosome
UW163_09195	942	1	14	7	3877	2441	2505	Chromosome
UW163_09200	1053	7	11	8	1590	1074	975	Chromosome
UW163_09205	996	2	19	12	1766	1040	1141	Chromosome
UW163_09210	582	8	53	24	4974	5535	5830	Chromosome
UW163_09215	1488	5	30	24	6583	5393	4955	Chromosome
UW163_09220	660	6	146	59	5907	6746	7923	Chromosome
UW163_09225	852	15	182	61	7190	8190	11138	Chromosome
UW163_09230	882	65	456	117	9402	11191	13062	Chromosome
UW163_09235	189	18	88	48	2972	2893	3389	Chromosome
UW163_09240	1770	5	56	40	11031	10246	7791	Chromosome
UW163_09245	3912	14	82	56	15270	12398	13074	Chromosome
UW163_09250	543	11	97	61	8125	8581	9348	Chromosome
UW163_09255	2067	124	1091	352	20791	27184	45478	Chromosome
UW163_09260	630	198	1536	554	123858	101638	219997	Chromosome
UW163_09265	1089	51	522	145	10775	13259	15216	Chromosome
UW163_09270	522	2	10	6	3520	2743	1511	Chromosome
UW163_09275	582	0	21	11	2089	1518	390	Chromosome
UW163_09280	2160	1	19	16	5711	4050	1175	Chromosome
UW163_09285	684	46	9	3	2288	1895	404	Chromosome
UW163_09290	231	0	11	3	278	230	87	Chromosome
UW163_09295	2997	56	355	78	12713	15707	5774	Chromosome
UW163_09300	687	5	51	10	2286	2342	869	Chromosome
UW163_09305	249	0	11	1	463	242	73	Chromosome
UW163_09310	1164	14	36	27	3600	3692	1316	Chromosome
UW163_09315	324	2	14	6	711	605	1126	Chromosome
UW163_09320	537	69	171	193	18340	22105	39214	Chromosome
UW163_09325	876	18	208	85	9946	11353	16094	Chromosome
UW163_09330	567	30	331	117	6861	9402	13897	Chromosome
UW163_09335	2280	117	964	226	18709	24570	38213	Chromosome
UW163_09345	1569	12	17	10	14	9	15	Chromosome
UW163_09350	600	1	4	1	7	5	13	Chromosome
UW163_09355	1035	3	12	3	1	7	6	Chromosome
UW163_09360	774	1	5	1	4	7	7	Chromosome
UW163_09365	669	2	2	0	11	1	6	Chromosome
UW163_09370	891	2	6	0	8	6	15	Chromosome
UW163_09375	300	0	1	0	0	3	3	Chromosome
UW163_09380	1416	19	188	90	13013	12787	18110	Chromosome
UW163_09385	720	1	3	0	1215	637	301	Chromosome
UW163_09390	648	3	31	15	2157	1574	833	Chromosome
UW163_09395	618	1	5	5	3885	3540	995	Chromosome
UW163_09400	885	4	7	7	3900	2620	1135	Chromosome
UW163_09405	1419	4	18	15	3358	2203	910	Chromosome
UW163_09410	2937	62	227	79	19997	18389	17680	Chromosome
UW163_09415	1005	14	189	90	7983	8502	14974	Chromosome
UW163_09420	2088	14	61	56	7831	6143	10075	Chromosome
UW163_09425	1194	15	176	64	7329	8404	11148	Chromosome
UW163_09430	528	11	142	28	3834	4557	9091	Chromosome
UW163_09435	267	57	314	39	10410	13463	25611	Chromosome
UW163_09440	1329	6	94	36	6941	7229	4551	Chromosome
UW163_09445	759	1	41	20	7094	6746	4136	Chromosome
UW163_09450	1437	6	115	57	10095	8207	8034	Chromosome
UW163_09455	528	67	304	161	11865	15574	28096	Chromosome
UW163_09460	180	2	156	178	6584	8862	18209	Chromosome
UW163_09465	1224	12	182	63	8685	8737	8573	Chromosome
UW163_09470	1641	26	256	127	15797	17306	22023	Chromosome
UW163_09475	627	7	64	10	2620	2541	2402	Chromosome
UW163_09480	339	34	436	43	5118	5925	11596	Chromosome
UW163_09485	624	5	76	29	5399	5004	5092	Chromosome
UW163_09490	666	3	57	18	4319	3641	2793	Chromosome
UW163_09495	972	41	975	334	18813	23871	31066	Chromosome
UW163_09500	2358	52	377	169	19976	23501	25546	Chromosome
UW163_09505	648	34	334	151	10711	13666	17713	Chromosome
UW163_09510	423	5	130	46	4395	4123	5345	Chromosome
UW163_09515	1311	14	38	44	9332	8585	5294	Chromosome
UW163_09520	1317	40	426	180	16160	21774	29323	Chromosome
UW163_09530	1017	0	0	0	1	0	0	Chromosome
UW163_09535	789	0	0	0	1	1	1	Chromosome
UW163_09540	723	1	3	3	2	5	3	Chromosome
UW163_09545	1152	10	4	1	6	16	10	Chromosome
UW163_09550	468	2	4	4	2	2	3	Chromosome
UW163_09555	1203	3	5	1	11	8	9	Chromosome
UW163_09560	1704	3	9	1	15	15	17	Chromosome
UW163_09565	993	2	5	5	5	4	8	Chromosome
UW163_09570	531	1	1	1	0	4	2	Chromosome
UW163_09575	567	0	4	0	2	1	3	Chromosome
UW163_09580	585	4	4	1	2	4	4	Chromosome
UW163_09585	2304	31	24	2	16	12	23	Chromosome
UW163_09590	519	1	0	1	0	0	0	Chromosome
UW163_09595	402	2	2	0	4	1	10	Chromosome
UW163_09600	513	0	3	1	0	3	1	Chromosome
UW163_09605	1533	5	10	2	11	15	13	Chromosome
UW163_09610	1608	5	16	4	7	6	8	Chromosome
UW163_09615	8145	28	78	19	31	38	42	Chromosome
UW163_09620	501	1	2	0	0	4	0	Chromosome
UW163_09625	789	0	10	2	7	6	1	Chromosome
UW163_09630	834	0	6	3	1	4	2	Chromosome
UW163_09635	1605	308	12	3	9	14	5	Chromosome
UW163_09640	654	0	5	2	1	2	2	Chromosome
UW163_09645	642	0	4	3	17	23	14	Chromosome
UW163_09650	288	6	3	0	6	0	4	Chromosome
UW163_09655	1353	13	14	4	10	6	7	Chromosome
UW163_09660	1113	46	10	14	2	3	2	Chromosome
UW163_09665	2316	5	101	24	11023	10232	4067	Chromosome
UW163_09670	954	11	187	117	5303	4754	3140	Chromosome
UW163_09675	456	57	639	338	8602	7851	11264	Chromosome
UW163_09680	804	3	39	49	6460	6358	2645	Chromosome
UW163_09685	1725	1	37	34	12243	12407	3262	Chromosome
UW163_09690	276	23	173	255	1810	1110	1350	Chromosome
UW163_09695	228	5	121	139	2662	2136	4252	Chromosome
UW163_09700	531	2	8	16	2154	2164	1769	Chromosome
UW163_09705	468	2	15	10	1812	1951	1549	Chromosome
UW163_09710	1314	11	144	64	9244	10907	8878	Chromosome
UW163_09715	2850	20	271	85	15728	16948	9487	Chromosome
UW163_09720	3960	12	120	48	18373	15244	10645	Chromosome
UW163_09725	561	0	3	7	2293	2048	1590	Chromosome
UW163_09730	1452	17	39	23	7406	6149	4477	Chromosome
UW163_09735	987	3	28	2	2925	2309	1748	Chromosome
UW163_09740	1590	5	79	25	6875	6904	3855	Chromosome
UW163_09745	1371	18	90	13	2632	5117	2233	Chromosome
UW163_09750	1278	1	11	8	3045	1837	488	Chromosome
UW163_09755	927	13	70	27	4169	4916	2382	Chromosome
UW163_09760	744	16	36	7	2641	3353	1082	Chromosome
UW163_09765	693	1	5	8	2920	2552	687	Chromosome
UW163_09770	696	2	10	6	2967	3250	1163	Chromosome
UW163_09775	855	18	109	38	5490	6366	4914	Chromosome
UW163_09780	597	8	66	16	1880	1749	1797	Chromosome
UW163_09785	792	12	115	15	6621	6528	4861	Chromosome
UW163_09790	690	4	33	13	5234	4707	2375	Chromosome
UW163_09795	663	3	75	20	4881	5177	3576	Chromosome
UW163_09800	1203	1	32	10	4723	2794	2837	Chromosome
UW163_09805	1362	0	23	7	1427	819	843	Chromosome
UW163_09810	813	4	36	1	3109	2547	1735	Chromosome
UW163_09815	396	2	16	4	2300	2007	1163	Chromosome
UW163_09820	870	6	35	14	4783	4537	2064	Chromosome
UW163_09825	1026	4	23	6	1930	1048	734	Chromosome
UW163_09830	774	3	12	7	1834	1577	994	Chromosome
UW163_09835	702	0	15	2	1350	874	624	Chromosome
UW163_09840	1179	1	68	33	8906	10081	6510	Chromosome
UW163_09845	981	4	20	15	3924	3893	1158	Chromosome
UW163_09850	1233	3	37	26	6792	7238	3747	Chromosome
UW163_09855	1113	21	189	39	8300	10188	13591	Chromosome
UW163_09860	291	23	475	234	7580	9044	15039	Chromosome
UW163_09865	219	352	1545	353	9402	9532	36032	Chromosome
UW163_09870	996	17	143	23	1255	2296	1342	Chromosome
UW163_09875	873	72	560	129	8609	11441	19055	Chromosome
UW163_09880	2919	108	1074	427	37140	45334	59333	Chromosome
UW163_09885	2376	49	482	192	18721	22548	24601	Chromosome
UW163_09890	798	23	219	64	5243	6225	8076	Chromosome
UW163_09895	1005	12	72	49	5810	5877	5993	Chromosome
UW163_09900	429	55	301	126	9036	8567	17305	Chromosome
UW163_09905	990	41	470	116	10320	11770	20030	Chromosome
UW163_09910	2835	120	910	240	26197	29132	45036	Chromosome
UW163_09915	1326	37	355	104	7295	7813	13690	Chromosome
UW163_09920	882	52	539	223	15217	18906	28549	Chromosome
UW163_09925	807	12	154	41	5768	6810	6095	Chromosome
UW163_09930	891	45	37	27	7195	6492	5176	Chromosome
UW163_09935	975	12	97	41	6500	7290	4976	Chromosome
UW163_09940	1098	108	1007	278	10854	15704	24384	Chromosome
UW163_09945	285	7	186	50	3458	4142	8010	Chromosome
UW163_09950	900	5	64	33	5749	4295	6823	Chromosome
UW163_09955	1914	23	343	148	17438	20428	24740	Chromosome
UW163_09960	807	167	1600	372	14438	17048	32366	Chromosome
UW163_09965	1044	10	37	33	6598	5600	4210	Chromosome
UW163_09970	1239	17	94	25	8061	6790	7734	Chromosome
UW163_09975	450	31	332	90	6623	7182	13157	Chromosome
UW163_09980	1812	19	306	97	11978	12800	16715	Chromosome
UW163_09985	2478	871	6814	2390	73846	103417	190988	Chromosome
UW163_09995	1050	2	43	24	5510	4032	2420	Chromosome
UW163_10000	708	12	74	76	3747	3198	3784	Chromosome
UW163_10005	819	88	140	240	5318	6300	6848	Chromosome
UW163_10010	1488	51	497	343	20327	21885	41800	Chromosome
UW163_10015	948	8	64	34	4057	3700	4503	Chromosome
UW163_10020	903	13	59	20	4759	4411	5278	Chromosome
UW163_10025	699	30	220	98	10228	16339	27836	Chromosome
UW163_10030	573	16	115	96	8107	13518	23114	Chromosome
UW163_10035	849	15	122	82	7825	9052	8010	Chromosome
UW163_10040	3525	124	1020	414	30375	37707	53275	Chromosome
UW163_10045	1308	9	40	22	7248	5179	5697	Chromosome
UW163_10050	921	15	93	78	6666	7291	9470	Chromosome
UW163_10055	771	39	91	36	6557	5942	6659	Chromosome
UW163_10060	861	12	187	67	5128	4847	6367	Chromosome
UW163_10065	1779	20	244	111	12160	15070	16624	Chromosome
UW163_10070	606	12	94	29	1880	2549	2623	Chromosome
UW163_10075	1473	2	4	10	4	3	7	Chromosome
UW163_10080	291	4	22	16	2443	2437	1556	Chromosome
UW163_10085	1470	39	369	102	12450	15603	15489	Chromosome
UW163_10090	618	4	10	13	2428	2211	1044	Chromosome
UW163_10095	471	1	42	11	3236	3278	4919	Chromosome
UW163_10100	633	38	453	106	9438	12002	18860	Chromosome
UW163_10105	696	8	91	43	5711	3937	5611	Chromosome
UW163_10110	909	6	187	55	7122	6674	11501	Chromosome
UW163_10115	1269	23	341	126	16132	17436	26598	Chromosome
UW163_10120	726	49	613	239	12706	16627	29910	Chromosome
UW163_10125	1590	10	92	32	9545	9104	9520	Chromosome
UW163_10130	651	18	82	20	4642	5392	4480	Chromosome
UW163_10135	927	0	45	24	6956	6871	5296	Chromosome
UW163_10140	792	3	28	16	3546	3392	2389	Chromosome
UW163_10145	435	5	50	18	2686	2956	2319	Chromosome
UW163_10150	975	38	86	47	8531	8515	10999	Chromosome
UW163_10155	297	2	39	5	1738	1548	1820	Chromosome
UW163_10160	600	4	0	0	2	3	1	Chromosome
UW163_10165	1209	4	11	5	5	7	7	Chromosome
UW163_10170	657	3	4	1	1	3	2	Chromosome
UW163_10175	411	9	45	76	6920	10429	12542	Chromosome
UW163_10180	1068	95	441	140	12898	17647	23463	Chromosome
UW163_10185	1110	20	172	105	9749	12849	14021	Chromosome
UW163_10190	522	27	136	53	4745	6945	7936	Chromosome
UW163_10195	561	8	168	51	6846	9009	11378	Chromosome
UW163_10200	1155	48	532	104	9783	13399	18226	Chromosome
UW163_10205	921	4	32	23	6986	6346	3945	Chromosome
UW163_10210	1110	13	52	17	4746	3967	3068	Chromosome
UW163_10215	1542	8	98	65	9531	9483	9399	Chromosome
UW163_10220	1224	3	24	7	3492	2354	1165	Chromosome
UW163_10225	648	0	18	14	3610	3352	3444	Chromosome
UW163_10230	1062	3	7	2	4005	2175	1597	Chromosome
UW163_10235	744	3	33	10	3011	2353	1760	Chromosome
UW163_10240	723	5	66	12	4297	3462	2491	Chromosome
UW163_10245	957	6	156	25	6521	7378	5490	Chromosome
UW163_10250	1020	9	116	42	7434	8265	5000	Chromosome
UW163_10255	648	5	59	16	4191	4315	2943	Chromosome
UW163_10260	633	4	33	7	3548	3013	2413	Chromosome
UW163_10265	10221	15	216	79	18433	22352	8489	Chromosome
UW163_10270	2331	4	13	4	794	912	316	Chromosome
UW163_10275	324	0	0	0	0	0	0	Chromosome
UW163_10280	915	0	0	0	2	1	1	Chromosome
UW163_10285	204	1	4	2	0	0	0	Chromosome
UW163_10290	618	29	14	4	0	1	1	Chromosome
UW163_10295	1767	3	29	5	1112	1855	861	Chromosome
UW163_10300	1245	4	8	2	3	2	3	Chromosome
UW163_10305	426	2	5	1	1	4	2	Chromosome
UW163_10310	255	26	2	0	0	0	1	Chromosome
UW163_10315	198	0	1	0	0	1	0	Chromosome
UW163_10320	465	1	3	0	4	1	0	Chromosome
UW163_10325	366	1	1	0	2	1	1	Chromosome
UW163_10330	828	0	5	0	1	1	6	Chromosome
UW163_10335	276	0	6	0	0	0	1	Chromosome
UW163_10340	354	2	2	2	2	5	2	Chromosome
UW163_10345	276	1	0	0	2	2	1	Chromosome
UW163_10355	1278	8	51	39	7755	8264	6098	Chromosome
UW163_10360	606	12	15	18	2040	2027	2453	Chromosome
UW163_10365	717	3	79	59	6053	6502	7921	Chromosome
UW163_10370	912	26	360	112	7676	9525	9244	Chromosome
UW163_10375	1023	82	1084	165	6726	11367	13216	Chromosome
UW163_10380	936	99	304	135	10033	11639	16445	Chromosome
UW163_10385	666	12	229	94	7786	9782	13225	Chromosome
UW163_10390	204	70	691	151	6877	8143	22368	Chromosome
UW163_10395	192	15	106	40	2248	2533	6047	Chromosome
UW163_10400	2427	78	578	247	18382	22324	39331	Chromosome
UW163_10410	564	17	116	113	4280	5726	4384	Chromosome
UW163_10415	426	5	68	115	5116	4775	5211	Chromosome
UW163_10420	306	5	37	30	1735	1661	710	Chromosome
UW163_10430	477	59	458	189	19263	22820	42567	Chromosome
UW163_10440	1008	64	665	263	17831	22550	38611	Chromosome
UW163_10445	2718	82	494	164	19869	21338	26048	Chromosome
UW163_10450	642	52	64	156	9896	9783	13710	Chromosome
UW163_10455	2322	128	1837	687	48411	61535	129061	Chromosome
UW163_10460	1065	11	206	47	15686	21106	13669	Chromosome
UW163_10465	522	2	12	0	1646	1184	472	Chromosome
UW163_10470	963	6	45	15	5738	6340	2222	Chromosome
UW163_10475	1425	24	16	3	4566	3123	1050	Chromosome
UW163_10480	1407	11	67	25	8912	8863	3273	Chromosome
UW163_10485	759	7	94	27	4606	4399	2179	Chromosome
UW163_10490	354	6	30	10	1339	1539	541	Chromosome
UW163_10495	1254	11	131	37	6309	6929	3336	Chromosome
UW163_10500	333	1	13	13	538	739	537	Chromosome
UW163_10505	738	16	65	23	1239	2062	2861	Chromosome
UW163_10510	462	8	38	6	644	1200	1165	Chromosome
UW163_10515	378	5	10	2	314	550	374	Chromosome
UW163_10520	633	3	7	0	6	10	16	Chromosome
UW163_10525	690	2	8	2	2	8	7	Chromosome
UW163_10530	1050	11	74	10	2100	4178	1876	Chromosome
UW163_10535	300	12	21	4	625	1248	625	Chromosome
UW163_10540	1011	35	150	40	3593	4857	4101	Chromosome
UW163_10545	918	15	56	29	3817	3317	1228	Chromosome
UW163_10550	573	6	126	24	3351	3729	1423	Chromosome
UW163_10555	1338	9	55	23	7208	6120	3193	Chromosome
UW163_10560	1038	7	104	41	9214	9011	9333	Chromosome
UW163_10565	1029	6	51	33	4803	4325	3823	Chromosome
UW163_10570	2367	8	77	62	10103	9526	5672	Chromosome
UW163_10575	1536	18	42	16	5245	4645	3196	Chromosome
UW163_10580	945	6	11	12	4461	5117	1183	Chromosome
UW163_10585	837	1	42	21	5017	5670	1975	Chromosome
UW163_10590	1101	5	94	30	7503	6936	7528	Chromosome
UW163_10595	2532	5	21	17	10396	8237	4166	Chromosome
UW163_10600	405	4	39	19	3194	3169	2372	Chromosome
UW163_10605	579	3	23	14	5179	4041	2753	Chromosome
UW163_10610	603	18	88	13	2427	3224	2539	Chromosome
UW163_10615	585	6	88	24	4348	4401	5119	Chromosome
UW163_10620	699	90	580	123	6772	9544	15826	Chromosome
UW163_10625	453	0	11	10	1280	1054	488	Chromosome
UW163_10630	1044	0	20	9	5338	5442	1273	Chromosome
UW163_10635	945	2	42	10	4569	5074	1830	Chromosome
UW163_10645	531	3	24	18	3338	3347	2929	Chromosome
UW163_10650	858	10	92	16	2948	2773	2031	Chromosome
UW163_10655	441	12	100	109	4884	5631	5385	Chromosome
UW163_10660	567	87	705	191	5655	8573	8962	Chromosome
UW163_10665	1758	525	3881	1066	29300	41911	72246	Chromosome
UW163_10670	492	51	535	204	10400	13670	19105	Chromosome
UW163_10675	1017	153	1595	538	26684	32160	57690	Chromosome
UW163_10680	648	6	142	53	4990	6527	8129	Chromosome
UW163_10685	876	17	159	55	8583	9613	11413	Chromosome
UW163_10690	1542	118	2040	479	20279	24591	38945	Chromosome
UW163_10695	522	11	184	56	2914	3407	4257	Chromosome
UW163_10700	1257	12	77	24	6043	6216	3917	Chromosome
UW163_10705	270	371	3718	1253	33011	40411	97348	Chromosome
UW163_10710	2175	587	6244	1615	83702	95781	262500	Chromosome
UW163_10715	948	20	262	82	7331	9327	10342	Chromosome
UW163_10720	1005	6	109	26	5679	5197	5702	Chromosome
UW163_10725	747	10	174	80	7474	7264	12008	Chromosome
UW163_10730	351	15	142	62	4330	4338	13330	Chromosome
UW163_10740	360	255	1186	348	13362	17901	44204	Chromosome
UW163_10745	483	37	483	198	8712	10872	23017	Chromosome
UW163_10750	603	55	468	144	7833	10051	17373	Chromosome
UW163_10755	1254	221	2092	517	27543	37218	69252	Chromosome
UW163_10760	504	68	688	172	9251	13538	21619	Chromosome
UW163_10765	1296	232	1962	443	23275	31626	53211	Chromosome
UW163_10770	2352	141	1763	451	30618	39388	77133	Chromosome
UW163_10775	1065	192	1767	290	20473	26014	53154	Chromosome
UW163_10780	492	44	495	132	11699	16740	26849	Chromosome
UW163_10785	633	57	701	116	10606	13943	25145	Chromosome
UW163_10790	306	75	521	50	4642	6217	12437	Chromosome
UW163_10795	2061	389	2914	522	34442	47167	102269	Chromosome
UW163_10800	1467	287	2206	396	20419	28457	66605	Chromosome
UW163_10805	1473	109	1717	291	24609	33784	71257	Chromosome
UW163_10810	312	18	201	43	2800	3687	5277	Chromosome
UW163_10815	618	21	289	65	4178	5897	7591	Chromosome
UW163_10820	462	4	97	23	2703	2387	1390	Chromosome
UW163_10825	1197	25	252	45	7221	7982	2491	Chromosome
UW163_10830	1140	6	65	12	6077	4776	1017	Chromosome
UW163_10835	471	4	82	9	2738	2877	756	Chromosome
UW163_10840	489	0	27	0	2749	2186	507	Chromosome
UW163_10845	1257	33	275	57	6246	9443	6199	Chromosome
UW163_10850	1611	1	20	7	6097	5226	995	Chromosome
UW163_10855	1221	15	60	11	4725	5108	1602	Chromosome
UW163_10860	864	4	19	22	4654	4639	2438	Chromosome
UW163_10865	693	3	11	7	3450	2990	1133	Chromosome
UW163_10870	888	2	23	6	4126	2929	1844	Chromosome
UW163_10875	303	1	9	10	1911	2335	1090	Chromosome
UW163_10880	618	2	4	13	1980	1128	1094	Chromosome
UW163_10885	306	0	5	5	2361	2345	1506	Chromosome
