	Length	Tomato_1_UW	Tomato_2_UW	Tomato_3_UW	Banana_1_UW	Banana_2_UW	Banana_3_UW	Control_1_UW	Control_2_UW	Control_3_UW	Minimal_1_UW	Minimal_2_UW	Minimal_3_UW	Minimal_1_IB	Minimal_2_IB	Minimal_3_IB	Control_1_IB	Control_2_IB	Control_3_IB	Tomato_1_IB	Tomato_2_IB	Tomato_3_IB	Melon_1_IB	Melon_2_IB	Melon_3_IB	Location
UW163_05640	414	894	802	911	534	642	604	985	1670	2521	1447	1393	1084	985	1481	1483	799	674	748	365	763	528	425	440	658	Chromosome
UW163_05645	489	3607	4495	4476	4005	3575	3165	1992	2343	2360	3136	3458	2177	2770	3262	2793	2315	2205	2036	2046	2822	2051	1262	1582	2141	Chromosome
UW163_05650	1155	3191	3779	3670	2768	3316	2879	1050	1202	976	2105	2517	1345	450	548	491	926	838	882	1631	1134	786	857	851	1672	Chromosome
UW163_05655	792	2237	2653	2423	1516	1792	1649	728	989	809	1615	1839	1104	395	451	405	809	777	721	1226	820	609	640	649	1134	Chromosome
UW163_05660	1257	445	524	474	295	353	254	241	246	133	204	307	125	53	49	26	71	64	102	155	111	60	47	75	207	Chromosome
UW163_05665	1455	723	768	805	634	662	453	312	358	253	350	446	194	80	62	60	112	154	173	277	208	113	120	121	349	Chromosome
UW163_05670	1110	2324	2434	2389	1543	1971	1583	824	1113	870	1320	1689	903	233	357	277	603	602	559	1116	1064	697	509	526	1036	Chromosome
UW163_05675	504	1253	1218	1156	755	870	883	390	540	488	961	1049	749	172	323	252	468	378	361	734	894	743	374	330	556	Chromosome
UW163_05680	2154	17885	20836	19692	24345	41842	33424	9125	9452	8478	61009	62247	44387	74506	100791	90909	78454	63523	67754	13888	21084	14061	15970	16677	27352	Chromosome
UW163_05685	483	294	326	372	599	516	549	735	715	781	1399	2309	971	198	214	202	212	220	274	217	301	205	149	148	266	Chromosome
UW163_05690	435	210	176	253	349	436	332	583	569	653	744	1255	699	169	289	217	432	303	280	110	320	202	117	127	175	Chromosome
UW163_05695	864	1138	1282	1319	2085	2481	2258	1800	1711	1837	1656	1730	1024	1406	1362	1352	2127	2165	1912	531	1121	709	875	781	1756	Chromosome
UW163_05700	342	810	857	1024	1334	1720	1483	860	911	1154	1462	1406	948	1307	1680	1723	963	883	943	528	833	571	737	581	1098	Chromosome
UW163_05705	399	27	27	29	60	55	58	95	62	66	55	72	39	54	49	49	73	75	65	181	29	18	95	23	32	Chromosome
UW163_05710	1164	50	80	71	97	95	80	105	96	118	143	177	84	98	130	124	68	59	73	158	49	39	83	32	76	Chromosome
UW163_05715	390	1562	1564	1791	3619	3636	3206	1158	1169	1510	2808	2852	1885	2232	3369	2975	3440	3108	3125	974	2734	1991	884	987	1590	Chromosome
UW163_05720	906	2550	2772	3075	5580	4317	3894	5119	4573	4592	2357	2722	1608	2388	2688	2232	3759	3772	3349	1075	2332	1562	747	840	1677	Chromosome
UW163_05725	1374	3304	3682	4295	10246	9620	8236	2218	2141	2096	7247	7730	4743	12634	12849	9347	1606	1615	1687	1500	3382	2215	1553	1611	3242	Chromosome
UW163_05730	600	110	151	137	245	212	157	152	190	171	243	348	111	203	106	92	86	67	80	46	57	28	76	69	245	Chromosome
UW163_05735	555	399	513	507	656	763	631	1131	1130	958	1123	1681	750	1432	1265	920	1036	1042	1037	221	345	204	119	142	325	Chromosome
UW163_05740	966	516	598	627	1040	1253	979	1357	1518	1517	2134	2992	1684	2524	2881	2244	1507	1581	1508	316	747	491	171	182	406	Chromosome
UW163_05745	480	388	430	463	888	839	614	577	634	623	980	1401	592	1469	1371	1364	211	209	263	188	523	307	167	183	402	Chromosome
UW163_05750	789	270	300	339	686	686	544	2804	2912	2740	985	951	655	1450	1577	1371	931	764	794	118	316	210	156	146	332	Chromosome
UW163_05755	2964	812	809	1141	1559	1376	1371	1212	1174	1133	1380	1749	848	1830	1648	1572	687	741	683	282	793	480	425	402	896	Chromosome
UW163_05760	1986	227	252	278	553	713	326	524	516	435	363	516	204	414	366	318	119	158	147	97	251	119	78	79	198	Chromosome
UW163_05765	930	1535	1539	1631	3886	3237	3410	2141	2308	2679	2290	2530	1771	1940	2665	2468	2325	1865	1870	815	2871	2047	1238	1275	2106	Chromosome
UW163_05770	801	9671	8515	12766	5075	6128	5862	4028	5944	7377	12775	14016	8545	13400	12776	10539	2372	2402	2685	2208	5483	2846	6617	5741	11158	Chromosome
UW163_05775	1251	797	949	1089	1841	1422	1392	4524	4241	4115	982	1336	580	168	149	146	136	143	150	68	106	73	68	70	155	Chromosome
UW163_05780	549	2894	3005	3506	5548	4799	4657	13935	16111	18747	3753	4170	2500	518	489	452	367	395	447	175	520	335	249	185	496	Chromosome
UW163_05785	621	2374	2699	3100	2925	2541	2428	8817	10420	9956	2132	2718	1239	309	299	275	338	279	368	164	347	225	204	222	410	Chromosome
UW163_05790	996	10505	13118	14908	3014	2337	2034	4283	4819	5614	1609	1984	763	1391	973	930	872	919	1136	1671	1769	795	2052	1882	5234	Chromosome
UW163_05795	1026	21294	28514	30500	2457	1820	1115	5353	7398	10033	888	1198	555	854	906	950	571	614	968	3249	3798	1646	4887	4300	11284	Chromosome
UW163_05805	1521	4229	4938	3893	563	679	603	291	335	317	567	713	358	1170	1303	1372	2332	1431	2259	6762	3058	2178	3501	2336	3362	Chromosome
UW163_05810	1395	594	753	821	1275	1598	1329	638	699	799	1109	1282	747	999	1058	1003	570	479	576	275	592	399	377	387	810	Chromosome
UW163_05815	813	61	85	94	192	196	148	55	40	38	105	179	70	148	116	108	21	30	42	19	40	30	27	29	77	Chromosome
UW163_05820	1434	891	998	977	1858	2097	1744	2245	2179	2154	953	1086	577	1031	928	898	1173	1292	1360	369	829	538	405	448	1020	Chromosome
UW163_05825	3576	6936	9699	8363	21520	38468	27311	5149	5519	5111	10234	11727	6006	21937	20368	17920	13815	17350	16604	6598	12375	7611	6286	5150	16488	Chromosome
UW163_05830	690	198	217	248	205	149	118	128	161	129	122	196	96	117	94	85	25	30	26	62	247	147	79	73	203	Chromosome
UW163_05835	1476	523	498	631	910	914	671	1039	1016	1105	889	1114	511	737	615	619	302	341	377	203	484	296	322	362	797	Chromosome
UW163_05840	1017	37	28	29	41	48	37	12	22	20	64	57	49	17	41	53	27	13	46	32	97	67	46	42	80	Chromosome
UW163_05845	789	0	1	2	0	3	1	0	1	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Chromosome
UW163_05855	1287	4682	4504	5108	5485	5595	5956	8272	10016	15137	5611	5201	4325	6085	11713	11288	11569	10602	9035	3208	10231	7604	4058	4365	5474	Chromosome
UW163_05860	1284	3542	3692	4207	4717	4738	5266	4543	5571	7987	5167	4957	4087	5741	10762	10048	6696	5515	5595	2936	8970	6799	3962	4023	5229	Chromosome
UW163_05865	1212	850	952	1103	1573	1799	1479	2082	1812	1792	1002	1160	713	1092	1193	1198	2181	2012	2054	488	947	598	471	553	1050	Chromosome
UW163_05870	1740	1055	1255	1170	2362	2696	2187	2733	2394	2194	1162	1273	750	1370	1242	1210	2435	2404	2557	577	1051	692	574	696	1545	Chromosome
UW163_05875	1557	2695	3201	3052	6261	6435	5379	6845	6690	5870	2738	3076	1557	3425	2837	3189	4863	5350	6105	1288	2606	1583	1340	1726	3815	Chromosome
UW163_05880	2430	4776	5819	5391	6060	9069	8709	13703	13735	13267	5307	6072	3624	6459	6758	6966	14343	13733	12978	2814	5355	3503	2948	3377	6778	Chromosome
UW163_05885	852	165	172	226	555	503	295	411	351	238	98	180	50	173	91	104	121	141	248	48	96	52	46	72	184	Chromosome
UW163_05890	579	856	987	989	1796	2041	1693	1946	1750	1681	709	885	402	939	656	724	964	1119	1547	285	666	390	255	389	979	Chromosome
UW163_05895	1440	849	1074	1056	1985	2289	1863	2306	1941	1638	1011	1254	551	1029	904	1026	1485	1352	1667	388	779	488	373	461	1127	Chromosome
UW163_05900	1062	1241	1366	1385	2697	2873	2714	2435	2525	2691	1361	1517	1015	1140	1376	1322	2421	2145	2078	676	1516	1118	787	949	1624	Chromosome
UW163_05905	729	194	239	201	464	483	347	891	618	403	134	243	67	166	81	71	179	242	321	57	81	48	72	64	300	Chromosome
UW163_05910	399	269	383	364	876	767	523	1141	919	641	223	335	91	296	100	108	281	462	546	101	139	60	88	120	533	Chromosome
UW163_05915	498	1309	1491	1488	3834	3603	3261	2931	3148	3267	1359	1744	824	1554	1217	1249	2171	2620	2626	761	1377	875	821	1051	2306	Chromosome
UW163_05920	471	2297	2880	2619	5494	5867	5461	5719	5745	5879	3126	3464	1931	3545	3421	3060	5028	4551	4743	1271	2736	1689	1601	1824	4038	Chromosome
UW163_05925	687	279	246	323	882	652	650	482	479	463	491	606	317	516	355	326	412	370	426	122	220	138	139	160	344	Chromosome
UW163_05930	564	1548	1646	1849	726	975	1054	1279	1659	1763	6038	6764	2864	1296	1361	1226	1056	992	1121	407	808	451	1595	1181	2861	Chromosome
UW163_05935	1104	24435	25428	26170	20338	28716	25275	5494	6755	7139	6990	7324	5179	5187	6564	4996	35151	24097	33320	8180	9047	3687	6888	5234	10273	Chromosome
UW163_05940	489	568	532	685	828	866	744	954	1060	1194	1469	1692	1144	1585	1981	1848	1085	1091	1115	276	401	252	263	207	463	Chromosome
UW163_05950	396	399	434	528	875	867	691	399	461	429	584	715	306	730	548	636	694	719	799	508	791	503	382	399	971	Chromosome
UW163_05955	489	216	264	385	344	290	228	261	291	225	280	433	147	305	200	205	166	194	203	224	228	175	121	122	303	Chromosome
UW163_05960	696	9625	10484	12266	5535	4653	4314	7152	10815	11672	6002	8244	3643	2266	2178	2187	524	557	782	1314	4219	2316	3838	3161	8461	Chromosome
UW163_05965	549	164	200	170	564	507	380	474	491	398	476	586	267	541	430	374	285	257	293	96	218	133	104	135	276	Chromosome
UW163_05970	1899	425	491	512	1180	1070	897	1103	1146	1373	1036	1283	684	953	899	812	777	783	734	244	529	311	253	289	500	Chromosome
UW163_05975	438	183	195	174	442	449	433	200	242	334	309	348	200	210	297	397	168	136	158	56	201	129	112	105	154	Chromosome
UW163_05980	366	84	63	76	119	142	137	81	100	142	106	154	75	56	78	95	57	51	42	27	94	41	39	34	55	Chromosome
UW163_05985	795	4083	4879	4951	4850	5169	4241	3840	4114	4605	3438	3784	1972	3796	3365	3063	2101	2274	2701	1119	2511	1481	1475	1501	3585	Chromosome
UW163_05990	1311	1154	1454	1562	1699	1572	1545	2280	2617	3020	1236	1527	775	705	604	702	1016	1078	1095	495	1311	830	1042	1050	2236	Chromosome
UW163_05995	282	745	846	2215	799	669	632	687	891	662	573	685	321	325	284	212	63	110	100	149	353	301	552	312	1032	Chromosome
UW163_06000	1131	83306	80645	87418	34772	78700	74041	311538	338412	276130	154774	168974	120746	254834	366055	349768	665661	647340	515373	49886	99265	62830	24771	26320	46269	Chromosome
UW163_06005	1026	3224	3684	3948	4124	5465	4894	6533	6218	5474	4227	5282	2811	5212	5033	4730	7085	7381	6936	1403	2650	1561	1463	1489	3851	Chromosome
UW163_06010	705	1675	1732	2050	2191	2363	1993	2261	2176	2053	1322	1536	604	1351	781	984	950	1255	1640	402	821	445	456	524	1297	Chromosome
UW163_06015	312	7309	7705	10112	1354	1247	1023	2144	3344	3235	781	1002	508	1010	862	606	2086	2039	1807	1544	2771	1313	1766	2024	3922	Chromosome
UW163_06020	588	152	188	170	441	387	325	560	473	519	220	344	185	165	226	188	298	358	286	104	191	102	69	99	164	Chromosome
UW163_06025	339	241	243	297	324	369	362	413	416	511	380	410	225	172	272	293	329	346	317	137	255	167	127	145	214	Chromosome
UW163_06030	945	1484	1512	1608	2052	1760	1707	1085	1307	1682	2468	2787	1743	1360	2233	1934	1539	1478	1364	600	1571	969	1412	1162	1987	Chromosome
UW163_06035	348	949	1002	1119	2465	2161	2060	581	635	699	905	980	582	520	666	655	801	543	608	665	2362	1717	903	856	1257	Chromosome
UW163_06045	885	5101	5408	5584	7087	7512	7325	6218	7162	8820	5736	6172	4382	6084	9121	7959	10769	8734	8398	2268	6959	4307	2630	3199	4583	Chromosome
UW163_06050	414	1175	1862	1459	4175	2881	2293	351	458	386	1917	1517	798	1938	1207	1923	257	276	371	415	610	414	1367	1274	3231	Chromosome
UW163_06055	1068	696	863	813	2191	1929	1515	298	286	241	1199	1154	629	800	794	941	288	219	258	212	352	236	762	643	1710	Chromosome
UW163_06060	1140	454	519	567	911	1041	817	318	290	266	821	915	384	482	346	382	169	211	254	129	176	108	321	292	732	Chromosome
UW163_06065	828	1668	1877	2183	4172	3921	2961	3576	4319	4981	1925	2657	1234	2050	1790	1517	2344	2512	2859	731	1504	952	944	1160	2781	Chromosome
UW163_06070	897	342	342	408	623	998	886	480	561	604	514	633	324	339	370	420	310	275	348	160	380	277	296	294	500	Chromosome
UW163_06075	1056	178	216	199	309	565	453	266	318	260	266	394	142	156	169	169	142	148	201	67	86	37	126	110	313	Chromosome
UW163_06080	891	101	102	130	250	316	279	137	177	160	236	384	171	71	102	116	109	95	95	46	144	87	80	66	171	Chromosome
UW163_06085	1614	510	534	588	1392	1401	1240	924	962	872	1047	1291	654	447	463	626	474	509	493	245	548	356	280	289	570	Chromosome
UW163_06090	3000	461	482	561	1510	1316	1130	659	638	632	1231	1756	811	346	411	432	320	333	351	177	404	234	259	254	526	Chromosome
UW163_06095	669	50	42	42	120	109	77	78	79	73	132	254	84	45	46	25	22	24	31	21	34	22	16	11	75	Chromosome
UW163_06100	1161	570	672	785	1173	1227	922	1254	1247	976	539	785	307	672	423	361	378	455	509	159	391	229	232	331	817	Chromosome
UW163_06105	1212	584	661	810	989	1237	1003	471	561	658	958	1142	553	863	761	573	324	319	322	258	498	267	455	402	990	Chromosome
UW163_06110	222	72	92	103	186	379	102	55	78	57	85	146	75	73	62	47	13	5	11	24	85	43	26	36	65	Chromosome
UW163_06115	219	315	403	521	612	475	306	67	54	53	220	290	75	396	191	148	13	18	32	42	165	94	116	110	417	Chromosome
UW163_06120	426	4460	4270	6524	1873	1869	1594	1227	2609	2646	4961	5050	2347	4875	3873	4629	107	142	154	579	2610	1265	1858	1389	3786	Chromosome
UW163_06125	384	2579	2562	3911	1935	1652	1323	873	1252	1109	2792	3295	1288	2563	2136	2367	98	109	115	335	1201	573	974	676	2317	Chromosome
UW163_06130	717	544	622	721	1722	1328	1073	410	433	295	1082	1363	604	1010	714	644	352	323	353	164	370	224	183	203	541	Chromosome
UW163_06135	1278	118	164	170	269	306	243	332	332	273	254	442	183	161	124	112	141	158	122	40	70	51	55	64	195	Chromosome
UW163_06140	2280	474	511	565	1494	1282	1016	1031	941	829	902	1326	571	792	609	508	451	486	559	161	343	195	249	274	669	Chromosome
UW163_06145	735	561	536	738	5752	3284	3761	1575	1377	2010	3334	4058	2498	2762	3105	2799	1372	1267	1396	249	1049	656	369	438	894	Chromosome
UW163_06150	201	113	105	129	101	178	160	79	65	64	100	117	52	48	57	82	46	39	41	41	116	48	46	64	190	Chromosome
UW163_06155	786	537	579	517	659	738	654	297	208	247	189	256	119	139	184	153	114	85	129	109	459	247	222	296	961	Chromosome
UW163_06160	732	233	252	251	414	418	328	290	254	232	204	306	134	146	131	142	91	115	143	44	138	84	69	61	200	Chromosome
UW163_06165	1296	612	595	652	811	1061	966	636	636	647	707	878	435	546	619	552	372	318	357	166	407	235	170	170	497	Chromosome
UW163_06170	807	388	442	557	682	856	696	482	467	498	768	1035	466	1048	615	461	279	317	295	175	159	89	154	139	475	Chromosome
UW163_06175	1167	978	935	1302	1655	1577	1192	1467	1646	1468	2163	2978	1309	2846	2114	1936	703	804	863	328	836	494	285	319	761	Chromosome
UW163_06180	1299	914	1064	1050	808	781	606	2551	2573	3399	1138	1601	745	695	591	708	701	647	657	442	698	418	333	417	658	Chromosome
UW163_06185	1290	3059	4244	3773	12515	12635	10875	8434	8020	8615	4907	5677	3428	8607	7870	6747	6931	7494	6309	2891	5163	3572	1924	2327	4084	Chromosome
UW163_06190	1251	991	1266	1283	3051	3566	3015	1295	1136	1493	1566	2034	1014	2251	1745	1694	1223	1172	1145	772	1282	928	587	699	1470	Chromosome
UW163_06195	1608	1318	1429	1512	4218	4151	3556	2448	2432	2616	2129	2531	1294	2485	2292	2151	1667	1754	1838	691	1565	1002	773	1016	2106	Chromosome
UW163_06200	234	294	370	383	826	842	735	590	726	922	961	1045	559	689	622	557	425	508	579	105	341	239	167	170	337	Chromosome
UW163_06205	414	358	417	426	1006	1164	982	730	816	932	906	1099	419	534	423	595	369	411	542	150	414	221	208	190	456	Chromosome
UW163_06210	627	184	204	259	385	422	359	410	348	268	266	313	129	192	125	126	102	135	177	58	112	72	72	70	255	Chromosome
UW163_06215	375	863	1286	996	1882	2122	2016	196	197	189	1857	1476	1057	1776	2136	1982	110	116	83	402	512	494	2810	2012	4341	Chromosome
UW163_06220	1497	511	674	695	1168	1608	1128	10030	8266	2709	808	1093	519	907	795	680	3534	4592	3184	271	413	244	331	300	865	Chromosome
UW163_06225	1737	1520	2360	1888	4796	8537	5356	69258	73594	26021	2602	3117	1955	2094	3358	2658	47832	63706	35645	1548	2838	1881	767	791	1536	Chromosome
UW163_06230	282	87	121	119	251	353	228	3380	3621	1741	150	197	105	78	130	102	985	1225	823	36	146	91	62	52	82	Chromosome
UW163_06235	846	321	405	401	777	1217	819	14297	16139	9076	719	954	580	339	549	458	5639	6625	3990	282	598	405	218	269	370	Chromosome
UW163_06240	891	282	387	361	564	1053	616	12695	13859	7701	498	727	357	234	295	217	3790	4801	2977	205	426	247	151	196	340	Chromosome
UW163_06245	1098	281	334	365	741	1263	743	12414	13360	8746	498	736	277	216	240	271	2838	3763	2507	181	444	244	143	185	305	Chromosome
UW163_06250	1131	162	200	246	501	616	429	7250	6719	5286	304	417	197	116	147	134	1522	1905	1264	113	239	137	59	102	214	Chromosome
UW163_06255	1578	824	828	974	1247	1827	1327	15892	14604	16273	1256	1585	742	915	1038	1479	3244	3681	2668	460	1450	867	459	582	971	Chromosome
UW163_06260	765	2460	2151	2640	1644	2479	2132	10107	12380	15600	1373	1352	869	1045	1419	1632	3708	4070	3515	835	2015	1425	1074	1320	2166	Chromosome
UW163_06265	858	4316	4304	5514	5992	6742	6234	2967	3848	5365	6138	5725	4221	7529	8879	8651	2345	2199	2322	1505	4264	2522	2321	2383	3956	Chromosome
UW163_06310	1191	11966	12142	11119	25945	25482	32805	21739	24362	33494	8006	7952	6120	5384	11226	11811	32424	25312	21909	7173	25975	20006	12354	9835	16207	Chromosome
UW163_06320	381	11319	11763	11346	35076	31554	34281	20265	20746	24216	7215	8066	5793	4276	8688	8328	25280	21108	19742	5924	18770	13865	9168	7831	13496	Chromosome
UW163_06325	495	13860	14161	13159	34697	32130	37071	24091	26613	33638	8224	8201	6539	5182	11348	11138	26705	23100	23113	7037	27448	19838	11138	10707	16584	Chromosome
UW163_06330	432	26630	28399	26688	49578	56447	62933	71918	80402	125390	9910	10009	8206	5230	11548	10779	64489	67108	58028	13062	37700	27922	17796	16241	26690	Chromosome
UW163_06335	696	32690	35943	31969	63003	82737	92384	89204	99513	161652	12811	12472	9233	6416	12220	13603	71690	73575	74994	14707	39538	28629	22257	19550	35135	Chromosome
UW163_06340	507	53554	52512	51809	110355	128061	139784	142534	154052	299630	9515	10186	8929	3800	10059	10634	136056	137077	125370	26904	77425	59193	33772	33603	51049	Chromosome
UW163_06345	375	29117	32125	28056	54977	68229	70902	111610	121063	193499	6268	6458	4997	3809	7354	6634	80196	85377	86824	14349	40137	29271	17003	18636	33174	Chromosome
UW163_06350	4107	123190	145370	129610	224296	303182	343899	277041	320245	513005	138294	141833	102336	152170	217844	212039	270507	293505	242071	68001	175037	118176	101447	100875	175632	Chromosome
UW163_06355	4230	115492	142191	125845	255165	320715	357151	301340	345756	506895	112512	115200	82543	133139	177055	177357	254040	280975	239083	63411	158435	103941	94341	94152	179499	Chromosome
UW163_06360	1842	803	922	1007	2562	2094	1741	3290	2529	2411	540	756	307	323	300	274	994	1144	1201	215	461	312	199	258	603	Chromosome
UW163_06365	729	295	280	274	758	683	750	963	872	1087	212	247	208	91	160	133	589	598	461	103	286	189	97	128	178	Chromosome
UW163_06370	4782	2913	3107	3111	5153	5583	5080	10813	9284	10235	1930	2525	1363	973	1101	999	4803	5138	4708	991	1795	1252	926	959	2229	Chromosome
UW163_06375	1731	434	391	448	602	714	616	892	758	822	156	172	105	61	70	62	317	387	355	260	225	142	103	105	245	Chromosome
UW163_06380	792	603	598	613	956	1182	1116	1344	1280	1414	379	468	220	172	196	230	718	754	739	193	340	207	171	197	378	Chromosome
UW163_06385	846	497	522	580	665	1051	987	1186	1095	1098	404	457	285	242	350	350	731	761	748	178	413	239	187	209	502	Chromosome
UW163_06390	591	207	250	292	481	533	354	688	444	405	100	185	82	120	85	70	160	190	288	46	134	79	71	59	205	Chromosome
UW163_06395	1914	1798	2186	2257	3625	3803	3491	3927	3491	12420	1679	2139	902	1651	1192	1126	2140	2517	2443	690	1277	779	839	908	2607	Chromosome
UW163_06400	378	30236	31428	29079	69198	59250	73966	67883	68298	95875	15882	14875	12015	11145	21252	20417	75862	72661	65512	16654	50902	38862	24044	23468	40275	Chromosome
UW163_06405	471	28126	29386	26366	74007	73784	86633	83520	87863	137459	14711	13316	10410	8409	19169	19538	81166	79393	76492	14374	51365	37055	22850	22138	33771	Chromosome
UW163_06410	2106	86018	97712	85911	111388	155768	193463	268964	286879	463081	29001	27951	22981	19151	39135	36327	256950	266447	215208	52892	112277	78885	62226	59996	109031	Chromosome
UW163_06415	1191	6063	8133	6005	6655	11727	14231	20124	22629	42801	8215	2031	1524	1131	2815	2856	18775	19141	15773	3554	8323	6382	4340	3765	6805	Chromosome
UW163_06420	315	18019	23254	20547	25527	31615	35580	55016	64017	94175	4146	4097	2735	2621	4967	4963	39425	45861	42162	10738	19880	13439	10578	10467	25449	Chromosome
UW163_06425	663	67178	73302	69319	171644	129253	146955	147773	141965	156848	22470	21940	18119	15015	28520	25264	153129	149952	128148	38066	97914	72220	42555	42596	74215	Chromosome
UW163_06430	621	40006	41307	37679	69464	74297	94521	107534	105561	136410	11876	10585	9305	6201	15845	15345	105252	105552	90700	22273	62547	45203	29977	26543	43139	Chromosome
UW163_06435	315	18871	18580	16504	24368	33051	47226	55273	57317	79538	5928	5018	4833	2984	8045	8038	52663	53728	46965	9742	28398	19783	14256	13060	20324	Chromosome
UW163_06440	831	52158	60450	52262	70173	77631	105065	141840	137811	192079	14258	12827	10744	9365	17259	16761	123080	129670	113500	29134	66004	45625	34737	32499	63355	Chromosome
UW163_06445	276	21076	22154	20520	27245	34207	48210	56649	59569	107218	6734	5486	5588	4536	10845	9616	60454	60868	52201	11478	32162	22793	15750	14859	23444	Chromosome
UW163_06450	330	25389	26719	24350	37134	41833	59093	68476	72553	136257	7935	6651	6593	5024	13081	11504	72527	74411	63533	14852	43205	31684	19889	19104	29005	Chromosome
UW163_06455	795	41415	44588	38439	78998	76879	105202	120047	124603	248331	12676	9909	10257	7115	18184	18739	112104	117945	103612	23753	67359	48898	30935	31116	46426	Chromosome
UW163_06460	417	18725	21739	19166	35127	30179	41896	53009	55939	109662	6047	5007	3603	4314	5846	6984	38495	48959	48308	8143	25519	18043	11161	11443	21767	Chromosome
UW163_06465	195	15135	16751	14351	21205	18951	27695	37444	42426	93113	4727	4092	3993	3580	8261	6826	39086	43365	36972	9996	32030	23811	11162	12127	17489	Chromosome
UW163_06470	270	24697	26340	25326	33949	29672	44989	52009	58151	138319	7129	5982	5720	5013	12138	11549	54993	57601	51920	15601	51819	40336	18285	19653	26935	Chromosome
